Идентификатор,Комнатность,Новостройка,Метро/Район,Время до метро,Улица,Дом,Этаж,Площадь общая,Площадь жилая,Площадь кухни,Цена в руб.,Цена в долл.,Цена в евро,Источник получения,Дата объявления,Контакты,На сайте,Описание
23553208,2/2,Нет,Цветной бульвар,5п,Петровский б-р,21,4/6,109,77.4,16,84 432 000,2 400 000,1 772 262,"ООО ""ЛюксДом""",28.10.2013 19:20:10,"Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru",http://www.luxdom.ru/object.php?objectID=EL1341&sa=buy,"Квартира 2-комн., общ.пл.-109, жил.пл.-77.4, кухня-16, метро или район:Цветной бульвар, 5 мин. п, адрес:Москва, Петровский б-р, 21, этаж/этажность -4/6, Квартира без отделки, свободной планировки в новом клубном доме класса Де люкс. Квартира линейная с красивыми панорамными окнами с видом на сквер и выходом на террасу 40 кв.м. Престижная входная группа, охраняемая территория, центральное кондиционирование, красивый зеленый двор. Есть возможность приобрести 2-3 машино-места в двухуровневом по ..."
24043217,3,Нет,Чистые пруды,,"Подсосенский пер. д. 3 ""Резиденция Чистые Пруды""",,4/8,105.1,,,84 868 250,2 412 400,1 781 419,Н&Ц,31.01.2014 4:35:10,Тел.: 8-985-991-6067,,"Квартира 3-комн., общ.пл.-105.1, жил.пл.-?, кухня-?, метро или район:Чистые пруды, адрес:Москва, Подсосенский пер. д. 3 ""Резиденция Чистые Пруды"", , этаж/этажность -4/8, с разв. инфр. Без отделки. Закрытый охраняемый внутренний двор. Подз. Паркинг., Цена:84.86825 млн. руб."
23686805,5/5,Нет,Кропоткинская,3п,Волхонка,7/6,4/4,138.0,92.0,12.0,84 999 000,2 416 117,1 784 163,Ризолит на Белорус.,09.11.2013 5:35:23,"Тел.: (495) 925-8825, mailto:info@9258825.ru",http://9258825.ru/realty/viewRealtyFlat.act?realtyObjectId=1894638,"Квартира 5-комн., общ.пл.-138.0, жил.пл.-92.0, кухня-12.0, метро или район:Кропоткинская, 3 мин. п, адрес:Москва, Волхонка, 7/6, этаж/этажность -4/4, Уникальная квартира, не имеющая аналогов на московском рынке недвижимости. Расположена в бывшем доходном доме купца Лобачева. Дом построен по индивидуальному проекту известного архитектора Лазарева Н. Г. в 1905 году и располагается в пределах "" золотой мили"", на расстоянии 350 м. от Кремля и 350 м. от Храма Христа Спасителя. Из окон с одной сто ..."
23686804,5/5,Нет,Кропоткинская,3п,Ленивка,6/7,4/4,138.0,92.0,12.0,84 999 000,2 416 117,1 784 163,Ризолит на Белорус.,09.11.2013 5:35:23,"Тел.: (495) 925-8825, mailto:info@9258825.ru",http://9258825.ru/realty/viewRealtyFlat.act?realtyObjectId=1894637,"Квартира 5-комн., общ.пл.-138.0, жил.пл.-92.0, кухня-12.0, метро или район:Кропоткинская, 3 мин. п, адрес:Москва, Ленивка, 6/7, этаж/этажность -4/4, Уникальная квартира, не имеющая аналогов на московском рынке недвижимости. Расположена в бывшем доходном доме купца Лобачева. Дом построен по индивидуальному проекту известного архитектора Лазарева Н. Г. в 1905 году и располагается в пределах "" золотой мили"", на расстоянии 350 м. от Кремля и 350 м. от Храма Христа Спасителя. Из окон с одной стор ..."
23693999,5/5,Нет,Чеховская,10п,Дмитровка Б.,20,3/5,150.3,109.6,10.9,85 000 000,2 416 145,1 784 184,Миэль.(Черемушки),12.11.2013 12:20:49,"Тел.: +7 (495) 620-92-80, http://miel.ru",http://cheremushki.miel.ru/object/12262,"Квартира 5-комн., общ.пл.-150.3, жил.пл.-109.6, кухня-10.9, метро или район:Чеховская, 10 мин. п, адрес:Москва, Дмитровка Б., 20, этаж/этажность -3/5, телефон-ЕСТЬ, санузел-2 с/у, Перекрытия ЖБ, окна на две сторны во двор. ДКП более 3-х лет. Дизайнерский узаконенный ремонт с использованием натуральных материалов (никто не жил), два санузла, встроенная кухня, бытовая техника SIEMENS, плита электро+газ, две тел.линии, интернет, кондиционеры, шкафы- купе, видеонаблюдение. Тихий двор, охраняемый ..."
23644962,5/5,Нет,Трубная,5п,Сергиевский Большой пер,7,6/?,180,150,20,85 000 000,2 416 145,1 784 184,Бест.Центр Заг.Недв.,06.11.2013 10:05:20,"Тел.: +7-916-740-14-07, http://http://www.9256601.ru/item12216.html, mailto:dom@9256601.ru",,"Квартира 5-комн., общ.пл.-180, жил.пл.-150, кухня-20, метро или район:Трубная, 5 мин. п, адрес:Москва, Сергиевский Большой пер, 7, этаж/этажность -6/?, телефон-ЕСТЬ, санузел-3 с/у, Лот N 12216. Продаю. м. Трубная, Большой Сергиевский переулок, дом 7. Пятикомнатная квартира. Общ. пл. 180 кв.м. Жилая 152 кв.м. Кухня 20 кв.м. Комнаты изолир: 35+35+25+25+20+12(темная комната - гардеробная). Три санузла. Потолки 3,0 м. Евроремонт. Встроенная мебель, импортная бытовая техника. Дом после реконструк ..."
23408675,3/3,Нет,Смоленская,5п,Ружейный пер.,3,12/16,138.1,87,16,85 021 265,2 416 750,1 784 631,"ООО ""ЛюксДом""",14.10.2013 17:05:02,"Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru",http://www.luxdom.ru/object.php?objectID=EL209/&sa=buy,"Квартира 3-комн., общ.пл.-138.1, жил.пл.-87, кухня-16, метро или район:Смоленская, 5 мин. п, адрес:Москва, Ружейный пер., 3, этаж/этажность -12/16, ЖК ""Смоленская застава"". Квартира без отделки. Окна на 2 стороны, панорамные виды на центр Москвы, МИД, Храм Христа Спасителя. В квартире 6 окон, большой балкон. Возможно спланировать 4 комнаты. В собственности более 3 лет. В комплексе размещен ряд объектов социальной инфраструктуры, детский сад. В центральной части комплекса расположился простор ..."
24043332,4,Нет,Новокузнецкая,,"Б. Татарская ул. д. 13 ЖК ""Четыре Солнца""",,6/8,160,,,85 800 000,2 438 885,1 800 977,Н&Ц,31.01.2014 4:35:10,Тел.: 8-925-506-7713,,"Квартира 4-комн., общ.пл.-160, жил.пл.-?, кухня-?, метро или район:Новокузнецкая, адрес:Москва, Б. Татарская ул. д. 13 ЖК ""Четыре Солнца"", , этаж/этажность -6/8,  Без отделки. По плану: 3 спальни, 3 с/у. Балкон 5. кв. м. Окна во двор., Цена:85.8 млн. руб."
22385906,3/3,Нет,Чистые пруды,5п,Казарменный пер.,3,3/10,162.7,102.5,18,85 856 790,2 440 500,1 802 169,"ООО ""ЛюксДом""",02.07.2013 19:20:13,"Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru",http://www.luxdom.ru/object.php?objectID=EL721/&sa=buy,"Квартира 3-комн., общ.пл.-162.7, жил.пл.-102.5, кухня-18, метро или район:Чистые пруды, 5 мин. п, адрес:Москва, Казарменный пер., 3, этаж/этажность -3/10, ЖК ""Дом на Покровском бульваре"", дом класса Де Люкс. Квартира без отделки, свободной планировки, квартира двухсторонняя - панорамные окна от пола до потолка. На площадке 2 квартиры. Балкон. Огороженная, охраняемая территория. Двухуровневый подземный паркинг. Презентабельные холлы. Во внутреннем дворе проведено комплексное благоустройство и ..."
22661016,5/5,Нет,Чистые пруды,,Чистопрудный б-р,11,5/6,175,,28,86 350 000,2 454 519,1 812 522,Усадьба (Миэль),26.07.2013 5:50:04,"Тел.: (495) 777-07-70, http://usadba.ru, mailto:lashko@usadba.ru",http://usadba.ru/city_sale/apartment/chistie-prudi-kitay-gorod/7568.html,"Квартира 5-комн., общ.пл.-175, жил.пл.-?, кухня-28, метро или район:Чистые пруды, адрес:Москва, Чистопрудный б-р, 11, этаж/этажность -5/6, санузел-2 с/у, 2-уровневая квартира 175 кв.м. в историческом малоквартирном доме после полной реконструкции. Выполнен качественный ремонт в классическом стиле. Четыре спальни, два санузла, кухня-столовая-гостиная. Два машиноместа в закрытом охраняемом дворе., Цена:86.35 млн. руб."
23237536,1/1,Нет,Маяковская,,Фадеева,4,8/7,"58,71",,,86 600 000,2 461 625,1 817 769,Усадьба (Миэль),02.10.2013 5:20:15,"Тел.: (495) 777-07-70, http://usadba.ru",http://usadba.ru/city_sale/apartment/tverskaya/6820.html,"Квартира 1-комн., общ.пл.-58,71, жил.пл.-?, кухня-?, метро или район:Маяковская, адрес:Москва, Фадеева, 4, этаж/этажность -8/7, Однакомнатная квартира 58,71 кв.м. свободной планировки в ЖК «Итальянский квартал». «Итальянский Квартал» – комплекс элитных особняков, расположенный в центре Москвы, в двух километрах от Кремля. Это семь одновременно строящихся особняков в классическом стиле, сгруппированных вокруг трех больших пешеходных внутренних дворов, с подземным паркингом, клубным сервисом и ..."
20759316,4/4,Нет,Маяковская,5п,Грузинская Б.,69,5/10,177.8,99.6,18,87 570 056,2 489 200,1 838 131,"ООО ""ЛюксДом""",17.01.2013 14:35:01,"Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru",http://www.luxdom.ru/object.php?objectID=EL811/&sa=buy,"Квартира 4-комн., общ.пл.-177.8, жил.пл.-99.6, кухня-18, метро или район:Маяковская, 5 мин. п, адрес:Москва, Грузинская Б., 69, этаж/этажность -5/10, Сногшибательна, тиха, уютна и в самом центре столицы! Квартира свободной планировки, без отделки. Угловая, есть балкон, окна во жвор. ЖК ""Четыре ветра"" - элитный жилой комплекс в районе тверских улочек деловой Москвы. Комплекс оснащен центральным кондиционированием, системой очистки воды, все окна в комплексе панорамные – от пола до потолка. Вы ..."
24001802,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,156.00,0.00,,87 914 820,2 499 000,1 845 368,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Новый элитный комплекс «Дом на Покровском бульваре»- это комплекс с огороженной территорией, вокруг комплекса растут великолепные деревья, на территории комплекса есть подземная парковка. Многоуровневая система безопасности. Дом находится в тихом переулке старой Москвы, рядом с Покровским бульваром., Цена:2.499 млн.$"
24001605,3,Нет,Чистые пруды,10п,бульвар Покровский,3,8/9,156.00,0.00,,87 914 820,2 499 000,1 845 368,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -8/9, Жилой комплекс класса делюкс! Квартира в свободной планировке, в собственности! Подробную информацию смотрите на сайте apokrovskom.ru/, Цена:2.499 млн.$"
24000296,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,156.00,0.00,,87 914 820,2 499 000,1 845 368,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3, этаж/этажность -6/10, ЖК Дом на Покровском бульваре! Квартира в собственности, свободная планировка, три стояка, окна панорамные, распашонка! Подробную информацию смотрите на сайте, Цена:2.499 млн.$"
24002360,3,Нет,Чистые пруды,10п,бульвар Покровский,3,8/9,156.00,0.00,,87 914 820,2 499 000,1 845 368,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -8/9, Жилой комплекс класса делюкс! Квартира в свободной планировке, в собственности! Подробную информацию смотрите на сайте apokrovskom.ru/, Цена:2.499 млн.$"
24002457,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,156.00,0.00,,87 914 820,2 499 000,1 845 368,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Квартира в собственности! Новый элитный комплекс «Дом на Покровском бульваре»- это комплекс с огороженной территорией, вокруг комплекса растут великолепные деревья, на территории комплекса есть подземная парковка. Многоуровневая система безопасности. Дом находится в тихом переулке старой Москвы, рядом с Покровским бульваром., Цена:2.49 ..."
24002460,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,156.00,0.00,,87 914 820,2 499 000,1 845 368,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Квартира в собственности! В доме использованы современные технологии! Новый элитный комплекс «Дом на Покровском бульваре»- это комплекс с огороженной территорией, вокруг комплекса растут великолепные деревья, на территории комплекса есть подземная парковка. Многоуровневая система безопасности. Дом находится в тихом переулке старой Моск ..."
24001803,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,156.00,0.00,,87 914 820,2 499 000,1 845 368,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Квартира в собственности! Новый элитный комплекс «Дом на Покровском бульваре»- это комплекс с огороженной территорией, вокруг комплекса растут великолепные деревья, на территории комплекса есть подземная парковка. Многоуровневая система безопасности. Дом находится в тихом переулке старой Москвы, рядом с Покровским бульваром., Цена:2.49 ..."
24001804,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,156.00,0.00,,87 914 820,2 499 000,1 845 368,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Квартира в собственности! В доме использованы современные технологии! Новый элитный комплекс «Дом на Покровском бульваре»- это комплекс с огороженной территорией, вокруг комплекса растут великолепные деревья, на территории комплекса есть подземная парковка. Многоуровневая система безопасности. Дом находится в тихом переулке старой Моск ..."
24002357,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,156.00,0.00,,87 914 820,2 499 000,1 845 368,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3, этаж/этажность -6/10, ЖК Дом на Покровском бульваре! Квартира в собственности, свободная планировка, три стояка, окна панорамные, распашонка! Подробную информацию смотрите на сайте, Цена:2.499 млн.$"
24002371,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,156.00,0.00,,87 921 856,2 499 200,1 845 515,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Новый жилой элитный комплекс «Дом на Покровском бульваре», огороженная территория, подземная парковка, презентабельные холлы, высота потолков 4,2 м., панорамные окна. Дом находится в тихом переулке старой Москвы, рядом с Покровским бульваром. 3-комнатная квартира свободной планировки общей площадью 156 кв.м. на 6 этаже, вид на две стор ..."
24002370,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,156.00,0.00,,87 921 856,2 499 200,1 845 515,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Новый жилой элитный комплекс «Дом на Покровском бульваре», огороженная территория, подземная парковка, презентабельные холлы, высота потолков 4,2 м., панорамные окна. Многоуровневая система безопасности. Панорамные виды города. Дом находится в тихом переулке старой Москвы, рядом с Покровским бульваром. 3-комнатная квартира свободной пл ..."
24002373,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,156.00,0.00,,87 921 856,2 499 200,1 845 515,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Квартира в собственности!Новый жилой элитный комплекс «Дом на Покровском бульваре», подземная парковка, презентабельные холлы, высота потолков 4,2 м., панорамные окна. Дом находится в тихом переулке старой Москвы, рядом с Покровским бульваром. 3-комнатная квартира свободной планировки общей площадью 156 кв.м. на 6 этаже, вид на две сто ..."
24002372,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,156.00,0.00,,87 921 856,2 499 200,1 845 515,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Новый жилой элитный комплекс «Дом на Покровском бульваре», подземная парковка, презентабельные холлы, высота потолков 4,2 м., панорамные окна. Дом находится в тихом переулке старой Москвы, рядом с Покровским бульваром. 3-комнатная квартира свободной планировки общей площадью 156 кв.м. на 6 этаже, вид на две стороны (во двор и в сторону ..."
24002016,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,156.00,0.00,,87 921 856,2 499 200,1 845 515,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Новый жилой элитный комплекс «Дом на Покровском бульваре», огороженная территория, подземная парковка, презентабельные холлы, высота потолков 4,2 м., панорамные окна. Дом находится в тихом переулке старой Москвы, рядом с Покровским бульваром. 3-комнатная квартира свободной планировки общей площадью 156 кв.м. на 6 этаже, вид на две стор ..."
24002015,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,156.00,0.00,,87 921 856,2 499 200,1 845 515,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Новый жилой элитный комплекс «Дом на Покровском бульваре», огороженная территория, подземная парковка, презентабельные холлы, высота потолков 4,2 м., панорамные окна. Многоуровневая система безопасности. Панорамные виды города. Дом находится в тихом переулке старой Москвы, рядом с Покровским бульваром. 3-комнатная квартира свободной пл ..."
24002018,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,156.00,0.00,,87 921 856,2 499 200,1 845 515,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Квартира в собственности!Новый жилой элитный комплекс «Дом на Покровском бульваре», подземная парковка, презентабельные холлы, высота потолков 4,2 м., панорамные окна. Дом находится в тихом переулке старой Москвы, рядом с Покровским бульваром. 3-комнатная квартира свободной планировки общей площадью 156 кв.м. на 6 этаже, вид на две сто ..."
24002017,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,156.00,0.00,,87 921 856,2 499 200,1 845 515,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-156.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Новый жилой элитный комплекс «Дом на Покровском бульваре», подземная парковка, презентабельные холлы, высота потолков 4,2 м., панорамные окна. Дом находится в тихом переулке старой Москвы, рядом с Покровским бульваром. 3-комнатная квартира свободной планировки общей площадью 156 кв.м. на 6 этаже, вид на две стороны (во двор и в сторону ..."
20841514,3/3,Нет,Маяковская,5п,Грузинская Б.,69,4/9,113,71.2,16,87 950 000,2 500 000,1 846 106,"ООО ""ЛюксДом""",28.01.2013 21:05:01,"Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru",http://www.luxdom.ru/object.php?objectID=EL811/&sa=buy,"Квартира 3-комн., общ.пл.-113, жил.пл.-71.2, кухня-16, метро или район:Маяковская, 5 мин. п, адрес:Москва, Грузинская Б., 69, этаж/этажность -4/9, Наилучший и наикрутейший, а также технически наисильнейший ЖК ""Четыре ветра"". Квартира с авторским эксклюзивным ремонтом, отмечена именитыми дизайнерскими журналами. Грамотно продуманное пространство и гармоничное распределение комнат. Светлый тон, который радует глаз и душу. Кабинет, гостиная, спальня со своим санузлом, 3 гардеробные комнаты и го ..."
22934739,3/3,Нет,Смоленская,5п,Ружейный пер.,3,13/16,141,88.8,18,87 950 000,2 500 000,1 846 106,"ООО ""ЛюксДом""",02.09.2013 19:35:05,"Тел.: 231-4400, http://www.luxdom.ru, mailto:info@luxdom.ru",http://www.luxdom.ru/object.php?objectID=EL209/&sa=buy,"Квартира 3-комн., общ.пл.-141, жил.пл.-88.8, кухня-18, метро или район:Смоленская, 5 мин. п, адрес:Москва, Ружейный пер., 3, этаж/этажность -13/16, ЖК ""Смоленская застава"". Дорогой высококачественный ремонт в современном стиле, эксклюзивная мебель(Ре Деко, Паоло Луккетта, Арка). Проект известного дизайнера. Ремонт делали для себя, никто не жил. Отлично спланирована: просторный холл, большая гостиная, кухня, гостевой санузел, гардеробная, спальня с балконом, хозяйская спальня с санузлом и гар ..."
24013649,4,Нет,Чистые пруды,10п,Покровка,9,4/5,151.00,0.00,,88 000 000,2 501 421,1 847 156,CENTURY 21,22.01.2014 6:35:11,"Тел.: +7(916)345-67-09, http://http://panorama.c21russia.com/, mailto:e.usova@c21russia.com",,"Квартира 4-комн., общ.пл.-151.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, Покровка, 9/2, этаж/этажность -4/5, Квартира 151 кв.м. под чистовую отделку в полностью реконструированном пятиэтажном элитном клубном доме. В доме всего 12 квартир. Тихий исторический центр Москвы, огороженная, охраняемая территория, сквер с зелёными насаждениями и детской площадкой. Собственная парковка на 20 машин. В доме выполнены все работы по отделке лестничных холлов: стены  ..."
24011440,3,Нет,Чистые пруды,10п,Покровский б-р,3,3/10,155.00,0.00,,88 301 800,2 510 000,1 853 491,CENTURY 21,22.01.2014 6:35:11,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:p.donec@c21russia.com",,"Квартира 3-комн., общ.пл.-155.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, Покровский б-р, 3/5, этаж/этажность -3/10, ЖК дом на покровке. квартира в собственности свободная планировка. развитая инфраструктура., Цена:2.51 млн.$"
24011439,3,Нет,Чистые пруды,10п,Покровский б-р,3,8/10,153.00,0.00,,88 301 800,2 510 000,1 853 491,CENTURY 21,22.01.2014 6:35:11,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:p.donec@c21russia.com",,"Квартира 3-комн., общ.пл.-153.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, Покровский б-р, 3/5, этаж/этажность -8/10, Жилой комплек класса люкс дом на покровском бульваре. Продается квартира на высоком этаже в собственности без отделки., Цена:2.51 млн.$"
24001807,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,153.00,0.00,,89 181 300,2 535 000,1 871 952,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-153.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Квартира оформлена в собственность! Квартира в новостройке класса de luxe «Дом на Покровском бульваре», огороженная территория, на придомовой территории выполнен прекрасный ландшафтный дизайн с использованием взрослых деревьев редких видов, подземная парковка, современная система вентиляции и пожаротушения, презентабельные холлы, панор ..."
24002020,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,153.00,0.00,,89 181 300,2 535 000,1 871 952,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-153.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Квартира в новостройке класса de luxe «Дом на Покровском бульваре», огороженная территория, современная система вентиляции и пожаротушения, презентабельные холлы, панорамные окна. Многоуровневая система безопасности. Дом находится в тихом переулке старой? Москвы, рядом с Покровским бульваром. 3-х комнатная квартира свободной? планировк ..."
24002019,3,Нет,Чистые пруды,10п,бульвар Покровский,3,6/10,153.00,0.00,,89 181 300,2 535 000,1 871 952,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-153.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -6/10, Квартира в новостройке класса de luxe «Дом на Покровском бульваре», огороженная территория, на придомовой? территории выполнен прекрасный ландшафтны? дизайн с использованием взрослых деревьев редких видов, подземная парковка, современная система вентиляции и пожаротушения, презентабельные холлы, панорамные окна. Многоуровневая система  ..."
24001606,3,Нет,Чистые пруды,10п,бульвар Покровский,3,10/10,153.00,0.00,,89 181 300,2 535 000,1 871 952,CENTURY 21,22.01.2014 6:20:24,"Тел.: +7(917)527-47-43, http://http://zapad.c21russia.com/, mailto:e.skomorovsky@c21russia.com",,"Квартира 3-комн., общ.пл.-153.00, жил.пл.-0.00, кухня-?, метро или район:Чистые пруды, 10 мин. п, адрес:Москва, бульвар Покровский, 3/5, этаж/этажность -10/10, Великолепный жилой дом на покровке, класса делюкс! Свободная планировка, просторные комнаты, панорамные окна. Квартира в собственности! Подробную информацию смотрите на сайте, Цена:2.535 млн.$"
