"LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC","BAD"
13100,73987,106557,"DebtCon","Office",9,0,0,149.45252906,1,13,37.008526928,0
12000,7804,65395,"HomeImp","Other",8,2,0,347.12332582,0,21,16.816307486,0
11400,28043,87684,"HomeImp","ProfExe",20,1,1,229.17795924,0,10,25.489994512,0
26800,46236,62711,"DebtCon","Office",17,0,0,175.07505804,1,22,33.059933638,0
13400,67941,84973,"DebtCon","Office",6,1,3,179.97707017,3,30,37.428937524,0
8400,39677,54707,"DebtCon","Office",10,0,0,203.24296532,1,23,31.217709755,0
10000,127319,194992,"HomeImp","Office",1,0,1,337.6899717,0,16,41.447505948,0
27600,72468,106906,"DebtCon","ProfExe",12,0,0,288.84955151,1,32,38.984013009,0
23800,76390,110315,"DebtCon","Mgr",7,0,0,275.95535624,2,29,29.713601037,0
18200,68743,92112,"DebtCon","Mgr",0,0,0,95.34376502,0,16,26.692666627,0
13300,57878,69907,"DebtCon","ProfExe",1,0,0,154.48481378,2,35,41.119153488,0
13100,48153,70059,"DebtCon","Other",11,0,0,242.6505336,0,18,30.893118223,0
15300,22079,168281,"HomeImp","Self",8,0,0,301.4910256,0,27,27.771122696,0
22800,132706,NA,"DebtCon","ProfExe",8,0,0,147.41494905,0,37,19.518531863,0
17200,43996,79419,"DebtCon","Mgr",5,0,0,140.97340097,0,9,28.662173401,0
9300,79133,100033,"DebtCon","Other",3,0,0,102.16302743,2,31,40.794635454,0
26300,78851,109090,"DebtCon","Office",8,0,0,405.43042921,0,44,42.341626392,0
48200,93127,159179,"DebtCon","Other",16,0,0,216.00862038,8,19,38.128228035,0
20800,96994,140564,"DebtCon","Mgr",13,0,0,169.68715741,1,25,33.525064301,0
12900,50636,57838,"DebtCon","Other",0,1,0,187.82532332,1,13,28.813470941,0
8700,57141,70244,"HomeImp","Other",8,0,0,106.85542816,0,19,31.891314262,1
11800,118053,125325,"DebtCon","Self",5,0,0,181.17206513,0,18,33.200397325,0
19100,58453,NA,"DebtCon","Other",15,1,0,203.14107643,1,21,36.228729628,0
8500,77954,NA,"HomeImp","Other",25,0,0,350.7763043,1,46,28.584515556,0
17800,107736,113100,"DebtCon","Other",1,0,0,135.12322489,2,20,38.937112238,0
8800,55990,89673,"HomeImp","Other",18,0,0,184.62596594,0,29,27.701649739,0
8600,57727,70828,"HomeImp","Other",5,0,0,87.845310974,3,19,41.75352499,0
22600,133264,172882,"DebtCon","ProfExe",6,1,0,190.24756023,0,37,19.973955025,0
13800,94843,125541,"HomeImp","Mgr",2,0,2,159.25249684,0,26,42.305239736,0
9000,8221,38290,"DebtCon","Other",4,0,0,266.38379937,0,12,23.703067187,0
23400,72262,NA,"DebtCon","Other",2,0,0,105.99926564,1,29,31.8406351,0
7400,65032,NA,"HomeImp","Other",15,0,0,230.42025592,1,35,35.415112916,0
5500,40584,46645,"HomeImp","Other",4,0,1,136.32063746,0,13,34.494708965,1
24500,82756,122917,"DebtCon","ProfExe",11,0,1,108.65014117,0,18,26.127436677,0
26000,20119,54563,"DebtCon","Other",24,0,0,126.98795944,0,11,25.623638507,0
13900,84427,114209,"HomeImp","ProfExe",12,0,2,180.18742244,0,27,33.351870253,0
21600,61797,109007,"DebtCon","ProfExe",14,0,2,267.88778988,0,35,26.092171525,0
8900,147801,157335,"HomeImp","Other",4,0,0,85.574865756,4,21,34.756560384,1
25400,107343,192642,"DebtCon","Other",1,0,10,192.6716931,1,14,35.759760239,1
32700,14955,38584,"DebtCon","Other",29,0,0,197.98631477,0,14,41.529096268,0
13600,115816,212995,"HomeImp","ProfExe",1,0,0,114.8430305,1,14,26.3251112,0
7100,57863,70969,"DebtCon","Other",0,0,0,65.872044812,7,21,26.829490191,0
25700,26059,51800,"DebtCon","Other",24,0,0,118.03113124,0,10,23.085478541,0
40900,64674,111877,"DebtCon","Mgr",15,0,0,NA,0,21,40.456009873,0
26400,196412,250164,"DebtCon","Other",9,0,0,97.278349271,1,26,42.334245998,0
15200,105328,113931,"HomeImp","ProfExe",3,0,0,138.13350449,2,32,61.89063458,1
17800,38770,64357,"DebtCon","Other",17,0,0,NA,0,21,27.97949547,0
26400,59288,87753,"DebtCon","Other",8,1,1,145.88249239,3,29,38.972486705,0
26500,76599,119041,"DebtCon","Other",4,0,0,97.265658469,1,31,40.12650973,0
24400,93411,140031,"HomeImp","ProfExe",6,0,0,177.51124938,0,32,31.027335916,0
15600,76724,96942,"DebtCon","Other",0,1,0,157.41095093,1,18,34.23989502,0
24200,22763,47622,"DebtCon","Other",23,0,0,126.92269121,1,10,23.040944709,0
16200,22956,44866,"DebtCon","Mgr",16,0,0,114.75901917,1,17,24.090882167,0
4000,26572,31960,"HomeImp","Office",11,0,0,117.79510387,0,8,41.286491948,1
10600,62909,81411,"HomeImp","Other",15,0,0,238.31447075,1,35,34.680381648,0
12000,57371,69076,"DebtCon","Mgr",10,1,0,83.251972039,1,19,29.632108256,0
13500,63572,102739,"HomeImp","ProfExe",7,0,0,250.56135691,0,12,34.913793441,0
23100,64601,100170,"DebtCon","Office",2,0,0,156.67537504,0,21,34.000236065,0
17400,44479,78121,"DebtCon","Mgr",1,0,0,117.3235888,0,9,27.133989435,0
18500,38145,59415,"HomeImp","Other",25,0,0,241.89735737,0,14,23.870792259,0
17600,88661,114922,"DebtCon","Other",13,0,0,152.75401017,1,7,36.766273628,0
16900,73128,101683,"DebtCon","Sales",26,0,0,254.19179745,0,45,38.512308689,1
12100,61868,66874,"HomeImp","Other",30,0,3,170.43863924,0,23,37.915020999,0
24200,90626,116601,"DebtCon","Self",2,0,0,226.11638661,1,27,34.499938365,0
23000,76561,111389,"DebtCon","Mgr",8,0,1,301.23291075,2,28,30.346706109,0
11300,129489,195105,"HomeImp","Office",0,0,1,356.31348584,0,16,41.634017956,0
31300,119911,171916,"DebtCon","ProfExe",16,0,0,140.44947135,0,16,27.689910704,0
14700,33150,46053,"HomeImp","Other",8,0,0,76.914717556,2,11,30.69643481,0
16400,71264,94726,"DebtCon","Other",1,0,0,177.2573424,1,31,35.034481355,0
18600,48711,69611,"HomeImp","Office",2,0,0,130.25313366,0,17,33.691188019,0
10200,79257,105912,"HomeImp","ProfExe",3,0,0,95.35537249,0,33,39.391365195,0
12700,53199,82567,"HomeImp","Other",3,0,1,185.32503543,0,13,27.390380405,0
24800,144410,211936,"HomeImp","ProfExe",3,0,0,195.07035954,1,28,38.926156879,0
17700,82302,111228,"HomeImp","ProfExe",4,0,0,118.4559036,0,25,37.160561204,0
17000,82662,111357,"DebtCon","Mgr",17,0,0,252.30598474,4,30,37.316119916,0
11300,46120,52911,"HomeImp","Mgr",19,0,0,229.44157776,1,17,36.334814357,0
14000,46541,64338,"DebtCon","Other",0,0,0,204.40944332,1,12,28.364798507,0
10800,61791,78361,"DebtCon","Office",5,0,0,94.518067782,2,15,28.088524645,0
17100,48471,71546,"DebtCon","ProfExe",5,0,1,254.0957007,3,32,29.818743539,0
11700,95411,117927,"DebtCon","ProfExe",14,0,0,177.92669579,1,17,34.490564131,0
15900,38860,68912,"DebtCon","ProfExe",9,0,0,250.92750292,1,16,22.175263227,0
39700,146341,208296,"HomeImp","ProfExe",5,0,0,139.4367339,0,31,35.459160501,0
12700,9038,65969,"HomeImp","Other",7,1,1,346.58010279,0,22,13.347212679,0
46300,120636,178823,"DebtCon","Self",11,0,0,188.0436192,0,3,40.915141271,0
11900,81318,105454,"HomeImp","ProfExe",6,0,0,92.136821036,1,33,37.525751033,0
11300,16115,69113,"DebtCon","ProfExe",22,0,2,403.51499966,0,12,22.168244524,0
7400,51974,59323,"HomeImp","Other",4,0,0,83.34671188,0,18,23.397634628,0
20900,61402,88659,"DebtCon","ProfExe",9,3,0,164.24893233,1,63,40.921433337,1
7500,67778,83368,"DebtCon","ProfExe",15,0,0,227.29208976,0,17,24.091770363,0
15200,7879,95124,"HomeImp","Other",13,0,1,270.28589924,0,22,29.160140823,0
24900,46116,77519,"DebtCon","Other",9,0,0,120.08355192,1,19,42.929509267,0
40000,145351,NA,"HomeImp","ProfExe",3,0,0,153.82654377,0,31,36.099926976,0
37900,201996,272874,"DebtCon","ProfExe",3,0,0,249.8265925,0,32,31.427582447,0
17800,54003,116434,"DebtCon","ProfExe",18,0,0,268.71530396,0,19,24.251971765,0
27200,101680,134864,"DebtCon","Office",10,0,1,150.59619803,0,29,40.880494666,0
11000,77929,102942,"HomeImp","ProfExe",8,0,0,173.8298837,0,34,33.897772554,0
24500,62490,97467,"DebtCon","Other",14,0,0,96.972678724,1,17,34.975655027,0
47000,42437,NA,"HomeImp","Self",10,0,0,206.71407561,2,35,40.142521056,0
14700,51829,NA,"DebtCon","Other",14,0,0,169.98530778,0,18,35.635393849,1
9900,47865,88105,"HomeImp","Other",18,0,0,203.02399137,0,17,34.553305392,0
58100,42615,70584,"DebtCon","Other",4,0,0,102.29911691,0,20,28.525768936,0
10100,114590,215784,"HomeImp","ProfExe",2,0,0,123.16918276,0,14,27.84508378,0
43900,120527,174003,"DebtCon","Self",13,0,0,167.20836635,0,4,39.289348981,0
25600,144616,211230,"HomeImp","ProfExe",7,0,0,199.09130807,0,27,39.002928326,0
6100,62751,95617,"HomeImp","Other",1,0,0,138.64686318,1,13,31.757270694,1
13500,88738,NA,"DebtCon","Office",9,0,0,239.74372086,0,12,41.077117828,0
13600,18232,75898,"DebtCon","ProfExe",19,0,2,399.35570145,0,12,21.260894854,0
10100,154005,175684,"HomeImp","Office",4,0,0,189.36630726,0,56,33.971221884,0
7500,32070,NA,"DebtCon","Other",1,1,0,228.03600011,0,6,30.162214113,1
14800,63508,87310,"DebtCon","Other",2,0,0,127.16522994,3,10,38.953722682,0
12000,88210,114224,"DebtCon","ProfExe",8,0,0,203.46897898,1,36,41.572971522,0
16900,102108,117650,"DebtCon","Other",9,0,0,279.11258466,1,19,29.645177293,0
19500,98718,122659,"HomeImp","Mgr",0,0,1,324.25708383,0,20,42.546020912,0
14700,35164,68061,"DebtCon","ProfExe",5,0,0,245.67057762,1,16,23.112289816,0
28100,112564,162129,"DebtCon","ProfExe",7,0,0,115.56446202,2,26,33.091681472,0
27200,145725,179197,"DebtCon","Other",1,0,0,183.37628836,0,34,40.287479925,0
15100,53549,99812,"DebtCon","ProfExe",4,0,0,127.12214723,2,21,37.957103675,0
15600,51990,141518,"DebtCon","Other",1,0,0,272.5030662,3,43,39.301823191,0
11000,56795,70014,"DebtCon","Other",3,0,1,319.79577127,0,10,33.596170858,0
22200,93947,116176,"DebtCon","Self",2,0,0,205.02940851,2,26,34.93940311,0
10400,66044,83531,"HomeImp","Office",12,0,0,241.51415322,0,31,45.569842652,0
21800,80092,98561,"DebtCon","Mgr",5,0,0,73.317930125,7,24,37.138283972,0
14900,72637,103297,"DebtCon","Other",4,2,0,83.466086341,0,20,22.553039619,0
24600,83099,113245,"DebtCon","ProfExe",9,0,1,122.74921636,0,19,28.125731087,0
21600,105654,155460,"DebtCon","Mgr",16,0,0,193.04880318,0,25,33.600608463,0
27900,55859,92179,"DebtCon","Office",0,0,1,94.932544383,0,23,33.09789894,0
4200,56544,NA,"HomeImp","Office",19,0,0,211.00259912,1,20,19.027704425,0
23500,62441,97293,"DebtCon","Office",1,0,0,152.83275416,0,21,34.531259989,0
15900,96854,156450,"DebtCon","Mgr",1,0,0,NA,0,19,40.213384582,0
12200,53242,70400,"DebtCon","Other",14,0,0,NA,0,18,34.629427656,1
22000,53212,85006,"DebtCon","Other",20,0,0,218.48411292,1,21,32.855701395,0
52000,31305,83147,"HomeImp","Other",3,1,0,268.38580771,7,14,42.402933466,0
52400,27234,83482,"HomeImp","Other",2,2,0,250.61402393,6,14,40.54824598,0
6200,73881,98550,"HomeImp","Other",0,0,1,182.8787798,0,31,37.19944569,0
17200,48427,66082,"DebtCon","Mgr",29,0,0,283.84875911,1,16,38.393634669,0
10200,82630,99250,"DebtCon","Other",1,0,0,107.52855981,1,32,40.280974865,0
27700,73148,101462,"DebtCon","ProfExe",10,0,0,264.60538941,0,33,40.475793354,0
35400,90295,139602,"DebtCon","Other",12,0,0,NA,0,35,40.22961403,0
18300,12169,NA,"HomeImp","Other",13,0,1,274.48139853,0,23,30.269218177,0
12100,50100,66410,"DebtCon","Other",3,0,0,176.00986434,0,14,28.548603692,0
10400,62442,73197,"DebtCon","ProfExe",8,0,0,47.610677633,1,24,38.88482776,0
17100,46953,69086,"DebtCon","ProfExe",6,0,0,165.62778833,2,11,29.249143602,0
21000,90425,97741,"DebtCon","ProfExe",1,0,0,123.97280612,0,20,33.56414529,0
19700,49793,113200,"DebtCon","ProfExe",16,0,0,251.10419791,0,19,25.033745755,0
11100,82329,100139,"HomeImp","ProfExe",5,0,0,108.53256364,0,26,26.099258701,0
26800,148471,183284,"DebtCon","ProfExe",4,0,0,323.26238295,0,35,37.272271308,0
15200,102925,114520,"HomeImp","Office",3,0,0,137.38937273,0,22,36.44647661,0
10400,56610,86831,"HomeImp","Other",19,0,0,190.08482952,0,28,24.602658554,0
41600,365528,469694,"HomeImp","ProfExe",3,0,0,304.98288407,3,15,43.363624328,0
8000,32100,36739,"HomeImp","Other",4,0,0,79.458845053,2,8,31.276715679,1
25900,59575,85837,"DebtCon","Other",22,0,1,189.75535052,0,19,24.874615108,0
12700,79448,91004,"DebtCon","Mgr",20,0,0,227.50739015,10,23,34.464302149,0
33100,111917,156552,"DebtCon","Mgr",12,0,0,107.2948996,2,37,41.441548663,1
18900,82537,117610,"DebtCon","Mgr",16,0,0,233.84853474,5,30,39.064892967,0
34600,143542,195327,"DebtCon","ProfExe",23,0,0,174.63534866,1,22,37.447384006,0
21000,53572,80048,"DebtCon","Mgr",9,2,0,69.906569837,2,27,34.931086497,0
20100,74013,106578,"HomeImp","Mgr",13,1,0,164.44581132,0,27,33.916244151,0
69700,191972,294367,"DebtCon","Self",10,0,0,230.70561338,2,25,28.201870511,0
23100,42862,NA,"DebtCon","Office",5,0,0,182.93211997,1,26,35.583789235,0
11000,85758,108661,"HomeImp","Mgr",11,0,0,255.28741537,0,24,29.434867143,0
16200,105502,117705,"DebtCon","Other",0,0,0,125.24258861,2,21,38.810661707,0
11900,78959,104371,"DebtCon","Mgr",1,0,0,79.081397224,1,23,40.02421108,0
12700,37346,53511,"HomeImp","Other",23,0,0,136.95694068,0,22,39.431663733,0
2900,103949,112505,"HomeImp","Office",1,0,0,96.10232967,0,13,30.051136286,0
35200,234682,37079,"DebtCon","Mgr",2,0,1,216.6666372,2,50,40.410051409,0
19300,39926,101208,"HomeImp","Other",4,0,0,140.05163825,0,14,31.545694154,0
25300,51261,87025,"DebtCon","Mgr",4,0,0,249.83618476,2,25,31.658786411,0
19600,55169,86203,"DebtCon","Other",18,0,0,223.60332921,1,22,33.755272795,0
20500,113963,131135,"HomeImp","Self",3,1,0,243.68060389,1,26,143.94960495,1
6200,60354,87596,"HomeImp","ProfExe",5,0,0,210.17306467,2,23,34.054811237,0
26400,128413,207302,"DebtCon","ProfExe",9,0,0,228.01513165,3,26,17.872195182,0
19300,73668,89061,"DebtCon","Other",0,2,1,113.45356121,2,25,33.498815377,0
23200,40905,81651,"DebtCon","ProfExe",6,0,0,274.00207957,0,19,40.109442513,0
21200,113648,145650,"DebtCon","Office",11,0,1,231.01924428,0,24,41.559303671,0
17200,51352,64386,"DebtCon","Mgr",27,0,0,295.9554144,1,17,36.787305949,0
15200,102699,121925,"HomeImp","Office",2,0,0,155.92014866,0,22,36.745639039,0
4900,57461,68494,"DebtCon","ProfExe",8,0,4,183.63561323,0,30,22.795423552,0
5300,47449,63895,"HomeImp","Office",19,0,0,NA,0,20,19.762113701,0
16600,28694,44165,"DebtCon","ProfExe",20,0,1,206.71765119,2,16,30.63902291,0
13200,58549,81381,"DebtCon","Office",13,0,0,94.687106657,0,24,38.412756136,0
28800,132019,168828,"DebtCon","Mgr",0,0,0,231.28613401,1,24,35.490305671,0
15200,142766,177998,"DebtCon","Mgr",12,0,0,260.38343907,0,21,27.533272218,0
6500,60054,70434,"HomeImp","Other",1,0,0,127.06270157,2,21,37.800352933,1
13900,64356,88028,"DebtCon","Office",13,0,0,111.8099755,0,24,39.008508115,0
24700,149235,178454,"DebtCon","ProfExe",5,0,0,324.13778352,0,34,38.709991448,0
13900,77699,92587,"DebtCon","Other",13,0,2,134.63357916,0,36,39.196149463,1
5700,28116,33450,"DebtCon","Other",0,1,0,15.396587392,9,7,30.017013296,0
25100,143881,243809,"HomeImp","ProfExe",27,0,0,353.99083647,1,18,39.87670703,0
10300,59340,NA,"HomeImp","Other",13,0,0,222.36488939,1,36,34.925984254,0
9900,26427,87134,"HomeImp","ProfExe",20,0,0,244.36524652,0,11,25.003965494,0
5500,87765,NA,"DebtCon","ProfExe",22,0,0,55.558049044,2,13,31.375542416,0
14900,87167,NA,"DebtCon","ProfExe",8,0,0,194.11317353,2,36,41.329763904,0
26000,139904,172310,"DebtCon","Other",6,1,0,204.11441471,0,19,34.83482969,0
18400,89101,118748,"DebtCon","ProfExe",7,0,0,153.84976303,2,21,21.76282696,0
6400,70035,78635,"DebtCon","Sales",3,0,0,147.07716353,0,31,31.206129763,0
21900,62387,113827,"DebtCon","ProfExe",15,0,3,281.05914082,1,36,26.031709113,0
11200,68990,NA,"DebtCon","Mgr",12,0,1,120.88581123,2,23,43.159875329,1
42000,9999,50681,"HomeImp","ProfExe",3,0,0,326.06798565,5,15,12.386741311,1
7700,51045,91068,"HomeImp","Other",20,0,0,179.24093557,0,28,27.23109397,0
11400,52068,80643,"HomeImp","Other",2,0,2,199.08772113,0,13,29.462134076,0
19700,19349,133226,"DebtCon","Other",9,0,0,342.31635733,1,9,40.147908351,0
21200,84117,118884,"DebtCon","Other",9,0,0,302.20690049,2,16,36.190524264,0
24400,61260,103842,"DebtCon","ProfExe",1,0,0,179.5402847,0,26,33.590455142,0
8900,111493,133191,"DebtCon","Self",6,0,0,159.43269808,0,19,34.3711489,0
12200,61929,83102,"HomeImp","Office",14,0,0,238.52492741,1,32,44.449670971,0
22300,59809,90883,"DebtCon","Office",2,0,0,161.40290565,1,22,36.174251253,0
5500,70481,82446,"HomeImp","Other",8,0,1,116.59197688,0,24,37.612682724,0
26100,150464,203202,"HomeImp","Other",10,0,0,248.48194525,1,33,43.112190673,0
20900,122807,150896,"DebtCon","Other",5,0,0,123.4795377,2,13,30.424481104,1
17100,100082,119585,"DebtCon","ProfExe",1,0,0,147.91580911,0,29,34.734277161,0
13200,70069,88303,"DebtCon","Other",3,0,0,240.8560165,2,25,29.06412827,0
10600,73844,107640,"HomeImp","ProfExe",3,0,0,92.979490511,0,34,37.319289307,0
21700,187311,230513,"DebtCon","ProfExe",2,0,0,270.47903997,0,27,38.999232038,0
14100,54081,68577,"DebtCon","Other",8,0,0,NA,0,17,33.089017513,0
10800,61767,72668,"DebtCon","ProfExe",15,0,0,228.98545319,3,32,37.91433471,0
16000,66395,NA,"DebtCon","Other",1,2,1,99.519217551,1,25,33.20696963,0
30400,40386,68120,"DebtCon","Mgr",12,1,0,98.820153684,5,15,34.020257191,0
12000,97650,115931,"DebtCon","ProfExe",11,0,0,199.82804201,1,17,34.387943973,0
8400,82597,83858,"HomeImp","Other",25,0,0,350.56813617,1,47,28.91075714,0
27800,96332,NA,"DebtCon","ProfExe",1,0,0,190.3137746,2,38,33.855895472,0
22000,61251,91744,"DebtCon","Office",0,0,0,145.48915532,0,21,34.347908749,0
7500,12115,35910,"HomeImp","Office",13,3,6,234.90075082,0,24,24.662276673,1
23100,93805,135780,"HomeImp","ProfExe",5,0,0,155.02538165,0,31,34.644921651,0
25900,145700,211151,"HomeImp","ProfExe",6,0,0,182.17137213,1,27,38.48048457,0
11200,66868,107794,"DebtCon","Office",10,0,0,152.92982848,1,12,39.640828981,0
18600,38674,63641,"HomeImp","Other",23,0,0,245.04937197,0,13,25.180989842,0
19200,68902,98737,"DebtCon","Office",1,0,0,166.81657408,4,19,33.035075976,0
10100,93085,110069,"DebtCon","Other",13,0,0,206.799179,3,16,40.569897059,0
9600,46683,61773,"DebtCon","Office",1,0,0,171.05844903,1,20,38.005289312,0
13800,97778,116814,"DebtCon","Other",15,1,3,120.78139621,1,22,23.20471329,1
22100,132417,170643,"DebtCon","ProfExe",4,0,0,180.03687676,0,37,21.236090456,0
14900,97646,139884,"HomeImp","ProfExe",13,0,0,119.08311639,5,22,36.360597073,0
10600,27666,56218,"HomeImp","Other",3,0,0,249.85118993,0,10,39.528326336,0
21400,90912,121714,"DebtCon","Self",3,0,0,221.51542597,2,26,34.885541428,0
13600,87294,115183,"HomeImp","ProfExe",11,0,2,185.33850577,0,28,35.549808739,0
16700,62933,91790,"DebtCon","Other",2,0,0,185.37246242,0,31,35.25727149,0
54000,176922,256977,"DebtCon","ProfExe",6,0,0,225.56569998,2,33,37.989689206,0
13400,5900,55320,"HomeImp","Other",3,2,2,234.02181639,3,16,19.089300996,1
23400,64332,95770,"HomeImp","Office",13,0,0,128.23922251,0,13,35.157645613,0
4500,71082,NA,"HomeImp","Other",4,0,0,118.76041007,0,14,41.421110521,0
9500,28750,42408,"HomeImp","Office",0,0,0,115.5749709,1,30,39.050394794,0
32000,33148,69965,"DebtCon","ProfExe",13,2,4,112.51086544,3,27,36.021508666,1
17400,166345,202989,"DebtCon","ProfExe",10,0,0,276.06634632,0,37,24.356593557,0
27700,63962,101676,"DebtCon","Other",15,0,1,NA,0,30,37.384588482,0
14900,44588,72331,"DebtCon","ProfExe",6,0,0,156.33174453,2,11,28.164440536,0
20500,67852,97944,"HomeImp","Office",14,0,0,141.00534478,0,14,36.609389404,0
12000,36072,62960,"DebtCon","ProfExe",8,0,0,288.5298732,0,16,22.423002459,0
22800,76502,101288,"DebtCon","Other",20,0,0,188.07772245,0,12,40.351902286,0
26500,84769,127773,"DebtCon","Other",2,0,0,190.86047721,2,25,42.031639133,0
9400,85448,94101,"DebtCon","Other",2,0,0,NA,2,32,39.54184797,0
21200,67272,107667,"HomeImp","Other",5,0,0,224.12044079,0,12,30.510532094,0
10700,54091,67661,"HomeImp","Other",27,0,2,188.53398908,0,24,38.589372345,0
30300,109859,153240,"DebtCon","ProfExe",10,0,0,172.68797976,0,17,34.549496477,0
21800,41582,NA,"DebtCon","Other",25,0,0,308.73705314,2,32,34.369367561,0
13400,51225,69361,"DebtCon","Other",0,0,0,261.18963685,0,21,28.953067713,0
21700,188525,234269,"DebtCon","ProfExe",0,0,0,301.5210741,0,26,37.339520058,0
30800,29226,NA,"DebtCon","Other",1,0,0,66.244719761,0,7,13.783965436,0
12200,206613,232176,"HomeImp","ProfExe",10,0,1,237.31576972,0,22,30.689439205,0
13500,48832,144065,"DebtCon","Other",1,0,0,268.58679992,4,43,42.692396714,0
10900,49406,83074,"HomeImp","Other",1,0,1,191.81512308,0,13,30.124555686,0
15300,33113,57991,"DebtCon","Other",4,0,0,122.5788363,1,16,40.569888421,0
17800,68889,85642,"DebtCon","Other",0,2,2,105.76796088,2,25,34.629922009,0
12900,19688,77998,"DebtCon","ProfExe",20,0,2,407.26116688,0,12,22.839078993,0
15100,49533,63607,"DebtCon","Other",2,0,0,180.52329284,0,14,36.377182949,0
6500,33639,NA,"HomeImp","ProfExe",11,0,0,191.0756559,0,13,24.227319339,0
5300,75958,91703,"DebtCon","Other",0,0,0,124.1821788,1,10,34.599060194,0
11300,77926,89216,"DebtCon","Mgr",6,0,0,146.81015408,2,26,39.466964223,0
6800,76074,NA,"HomeImp","Other",22,0,0,341.46505556,0,46,27.523246143,0
25200,73168,93608,"DebtCon","Office",9,0,0,151.12147952,0,21,35.590326769,0
8700,54283,58563,"DebtCon","Office",3,0,1,91.446465165,3,11,38.590366936,0
19700,93040,113362,"DebtCon","ProfExe",6,0,0,135.81385685,3,21,19.704394465,0
22800,64659,96063,"DebtCon","Mgr",8,0,0,201.06828707,2,18,31.541822123,0
7000,73873,111781,"DebtCon","Office",0,0,0,231.79991346,0,38,19.273579455,0
27200,58383,92484,"DebtCon","Other",22,1,2,170.07232349,1,20,23.809820262,0
18000,74162,89823,"DebtCon","Other",0,2,1,121.76146583,1,26,34.025207507,0
26900,69446,104590,"DebtCon","ProfExe",11,0,0,287.27599243,1,32,41.499060427,0
10200,16322,86505,"DebtCon","Other",8,0,0,259.16381964,0,14,21.253498139,0
18100,81916,104048,"DebtCon","Other",0,0,0,154.4259959,0,18,33.678025773,0
18700,70562,91223,"DebtCon","Other",27,0,2,112.71036806,4,35,64.272476898,1
13000,88614,116994,"HomeImp","ProfExe",13,0,2,188.8241991,0,28,32.619501636,0
13500,92989,111120,"DebtCon","Other",13,0,0,209.46059432,3,15,39.521844526,0
9300,59617,67709,"HomeImp","Other",4,0,1,243.8307278,1,16,35.968280746,0
15800,9407,60165,"DebtCon","Sales",1,0,0,310.65842115,0,5,40.051306199,0
25600,241570,264772,"HomeImp","Self",4,1,0,260.74198887,2,50,37.379974648,0
33600,87451,131949,"DebtCon","Mgr",30,0,0,342.46805973,0,20,40.892388427,0
18300,40018,65355,"DebtCon","Other",16,1,0,287.97462979,0,21,28.362882965,0
28000,58002,86427,"DebtCon","Other",9,0,1,129.57535197,2,29,39.362693216,0
25700,94295,NA,"DebtCon","Mgr",23,0,0,220.72951888,0,13,42.358128042,0
10700,147477,181050,"HomeImp","Office",6,0,0,190.02108492,1,55,34.698162391,0
9300,63566,70551,"DebtCon","ProfExe",14,0,0,138.33735213,0,19,42.48370297,0
52800,53532,NA,"DebtCon","Office",11,0,0,91.133225314,1,25,40.669686821,0
13700,74147,92427,"DebtCon","Other",7,0,3,181.30579978,0,33,39.272466343,1
17700,50886,106673,"HomeImp","Other",2,0,2,57.090659606,1,10,40.85911311,0
16300,49868,76131,"DebtCon","Other",9,0,0,81.274155797,2,9,40.372556541,1
8600,42226,50386,"HomeImp","Mgr",21,1,0,223.32646239,0,17,34.927866116,0
7200,57912,84806,"HomeImp","Other",15,0,0,241.51424984,0,35,35.062675655,0
13200,69697,91722,"HomeImp","Office",24,1,0,183.52372929,1,14,39.752171789,0
15400,180017,206148,"DebtCon","Mgr",2,0,2,196.03365793,1,49,36.417342576,1
21200,44097,NA,"DebtCon","Office",12,0,2,123.89394862,1,21,40.139231794,0
36100,233417,324987,"HomeImp","ProfExe",4,0,0,152.24542792,0,25,21.862938911,1
11600,89205,NA,"DebtCon","Office",10,0,0,128.12359751,0,21,37.523324709,0
16500,64081,100796,"HomeImp","ProfExe",22,0,1,243.94168588,1,24,38.327816354,0
16100,105719,116491,"DebtCon","Other",1,0,0,117.87361206,2,20,38.763699701,0
6000,79046,NA,"HomeImp","Other",0,0,0,181.69653802,0,32,37.289989924,0
15900,42623,66458,"DebtCon","ProfExe",4,0,0,146.82789245,1,12,30.289129835,0
6700,51855,NA,"HomeImp","Office",21,0,0,193.75474567,0,19,19.549571698,0
22800,49361,81914,"DebtCon","Mgr",4,0,0,NA,2,25,32.010244608,0
49300,40724,102546,"HomeImp","Self",6,0,0,211.44931383,1,36,39.037679093,0
10100,49683,55728,"DebtCon","Other",0,0,0,91.095794879,0,20,37.133107539,0
13900,85358,NA,"DebtCon","Other",0,0,0,145.79410614,0,22,40.114411439,0
12900,18106,NA,"DebtCon","Mgr",8,0,0,134.38410886,0,10,20.515961862,0
18500,81938,106187,"DebtCon","ProfExe",2,0,0,282.90060926,1,21,40.038841103,0
28200,66242,109762,"DebtCon","Other",8,0,1,130.96956536,0,21,60.295413494,1
20200,51449,69060,"DebtCon","Office",2,0,0,216.21808098,0,12,33.333582017,0
19000,105729,172555,"DebtCon","Office",6,0,0,216.43903593,4,23,41.046748124,0
22600,72522,91587,"DebtCon","Other",2,0,0,99.000467962,2,30,35.262113587,0
